id,inc_angle,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,is_iceberg
dfd5f913,43.9239,-600.9600077665989,55.038534354445204,-30.176824074516198,-32.77920065481522,-6.095071200356987,39.87814631447274,-38.12437052153282,16.825730282597505,0.6222680332258661,19.27053821472117,9.20867777979623,17.932579279564386,13.320866792223686,-13.36110965193965,-20.531285420306588,2.9597100328796713,-15.857519949366274,14.013535941178283,-19.976614519469077,13.033303259936279,4.916819587544422,12.564779130246048,-9.394799556716091,16.108494626959754,-7.482228321225555,8.097854702541763,-6.518306983523374,-4.738897442422347,-1.7271971247193176,16.244742167417098,9.204870701062564,0.2283933061750153,-15.643450538451166,2.047910943882555,-7.123851278329336,-3.9423110504196726,-7.249893281202789,0.5736796076958031,-6.225904512745728,-9.66420917196697,15.713542006832382,-0.23924301107034385,12.00447891567054,-6.218889842758296,-13.031798554814108,11.966779595944752,0.887888831808119,8.23783367941417,1.25513587424245,13.454268146141002,0
e25388fd,38.1562,524.4526698389636,22.624195177944348,-133.37641130217264,-10.843633727673208,-19.995100623691673,-65.04677272222001,-16.822338864958837,-34.21048267828025,45.947401158307066,-8.148763904491226,-44.09656165314926,-0.4747461180117539,10.438050483888606,15.5956553804618,-40.97801095898707,-7.279805352958131,46.06502662637726,31.257147569492886,-16.4772823860938,-11.252155342050779,-48.56696917470272,-12.299329320291251,9.143266331857467,15.466612645556232,-9.538354869458168,-33.65592219785613,2.690257924587994,28.503224690385274,-7.006601554565501,26.20539373917812,-19.62397502386965,-9.689140222873673,-14.763260295415987,-15.694590090127472,4.323151435231251,-3.049958340873601,4.142573334906496,-3.425343148381863,-16.555384951708277,20.106944841433588,-1.7862031535160168,-3.134138203000888,16.21240404064269,3.06533415077246,12.887797057428651,11.432197989796418,11.243891275890125,-22.71096318481134,2.00924042998565,-15.70481416482006,0
58b2aaa0,45.2859,-131.10193010052714,-137.3778237401313,123.4947846059114,-10.261196373389923,-9.744209004811662,7.025485060900929,2.806938849549252,-1.6708137613952623,-3.176388095337012,14.445545542309434,16.94607559312108,-11.638620764650343,9.750865438849871,-4.736255643822483,6.526331125436864,-6.638323158717942,-1.1618129106934643,6.900957030181162,2.8273525328945204,5.155909972853077,6.642265613678598,-6.975803867098931,-9.753901511583397,1.3553054743140238,-1.3246304862752853,7.026176701296505,-0.23274967858985232,-5.089177320162227,4.587268268089921,1.6264365671476195,-2.2720109295781445,-5.412285615087775,-1.2119784864817857,-2.2044014951729025,-9.79001627167471,-1.900113370263132,6.313192490244449,-2.1296324127154627,8.025086787470903,-0.9442945810747321,4.437022924290575,-2.1001728676240825,5.411881786405397,5.685139442409188,1.3010678418998567,1.6013867078274522,-10.169346099608255,-1.003799835308994,-11.001472515737156,1.4466531110668492,1
4cfc3a18,43.8306,-268.31420682899966,53.72154534547517,-140.4249907826202,28.359121610186854,-49.117002112695936,-51.65304265319925,35.60616862464231,14.204229111578648,-15.563374462994958,-19.611470189088017,27.053528314758882,-6.126680305728469,-33.82193455213561,5.719544620149131,-1.308801659213452,1.3696703290336678,41.938521289441404,-21.804001909557748,-15.689273728232392,-13.281961734320893,3.1995126498243853,-2.919176327313709,7.284650891380924,11.552953769128901,-6.109630278015129,14.96260582230503,3.791575191620084,3.2268603435995304,22.46366324122063,-6.953425341590658,-9.2558252865133,13.21134199500221,3.0149327865923956,-8.489203751447915,4.209787341663942,-0.45819507630417583,-4.924979221112235,-1.337471828478564,-0.0777216673488127,-11.538255504558013,13.793527921595494,-3.9825266191334334,21.64202233690086,17.22932771275172,3.134165668961497,10.08114353046848,8.371072001837524,5.409826434448326,9.45392324125548,-1.4176689754350826,0
271f93f4,35.6256,-304.58296406235104,-107.12934815409817,144.68866114854302,-18.424141044174537,-3.522411029045027,18.277842867310625,-2.4464071230421043,4.5882865915053435,-14.392959227404477,17.628704312228674,13.622325444620918,-1.7236518955840143,12.27420824275954,-20.396605400997085,-8.829493894971943,7.036289868688895,-12.618746749656179,1.6997871339613082,20.40557801838854,-4.971018325833837,21.98529930979383,-1.2063402412479247,-5.339007460280122,4.982219930839923,-2.766430639040123,1.6216948171175707,3.682792118847366,-9.375432745071484,10.289173468556914,12.11924042072802,2.4771434424182814,-2.68908382678604,-8.124615499944639,6.518289738837072,-12.525180100713824,15.798233677583408,-14.454219230379845,-1.4772490630057906,-8.066415874350021,-2.2712951509040638,-15.80964530661871,0.9892859590768692,-8.042663423125136,2.5347687804744803,-5.753507798439388,1.4677461862106582,6.418618325737638,-1.440012156792635,-0.2702899535315944,-6.338611499963885,0
b51d18b5,36.9034,37.11700782471037,86.06608674986639,-39.82725593671875,-52.57633691266084,4.659696412763432,75.28115718207616,24.155213715745703,26.370138202498463,-64.3352931650787,-72.50617562967868,-7.188533108560115,29.044400421976594,-9.20778219891245,0.9929980191664497,11.604817322832341,-10.46700079197489,-6.438137451722375,-22.7846121314498,16.185690937311634,-9.218502130329071,7.410326916288257,-11.979915047248806,2.13126203625837,-6.553077596366775,24.532735132094466,-3.6300008808404667,-1.462986678501121,2.4078850814941624,0.41138738560860816,-4.018349257969328,10.207366611577367,-5.472527545063621,10.929953591750747,-3.0434007405237278,7.597519364186356,5.772709604389853,5.484210023924428,2.946837221595852,-4.703941292637243,7.512742292249959,9.41298714153459,-3.098753564478075,-0.38070493964147184,-9.96480862769386,0.18597473799893294,5.299270266021475,-9.987680191906385,12.135492774919918,1.03575035792762,5.271063307002608,1
31da1a04,34.4751,-322.6354775178217,-70.497698444212,86.39187963360611,-25.034233212887468,3.6419856187973934,9.102222380813739,15.644938871776176,26.0094830024777,-0.747133479839249,-14.938247210647447,19.225900729195846,29.742113034491606,4.328191321430589,2.0664568596464634,-24.709766827357,8.524884390872556,-12.048746522774813,-33.243120096036236,18.61845518267597,-16.243398707519287,-37.744225366460874,-12.504631029356107,19.274040679131968,3.538810515008017,-9.189979399130205,23.78492245601576,10.190430827902288,2.5351140823395086,-24.574020535941386,5.884053457156349,0.8836324544293519,-0.38244922483889443,2.261662679589216,-14.618891906537067,-5.363042667444777,15.858428125291146,11.014829769794588,4.9636434932381155,0.08902216274637703,-9.166391617931303,1.8582007273816388,8.805544360930957,10.144939740385594,11.73763520312598,1.819701392026467,-8.90620156951223,-5.420376668527582,10.75904179378732,-4.303743391839086,1.648479713838211,1
56929c16,41.1769,-487.2605530984974,-41.73927935972441,46.89162358438848,-17.859249200874444,-8.039400863794214,24.49095377250747,6.65712603719404,-13.56061772411855,-6.329456169473741,-0.029618606885927656,-7.429916294183185,-8.765454505491,-7.87671412386269,-1.7722377285378104,-1.3601339944328712,-15.795365547048455,-7.895625856281771,-0.35777475836894695,3.3623918290648556,10.308035298651536,-8.451732810679792,-10.636326513496043,-10.603778597484238,-7.623834117124761,-15.780692301898501,1.8127383866671745,-10.376342403934405,16.053272769750592,-3.3544801615473854,-17.56298645093836,-1.6586647872975804,5.121067361734891,2.942965082428344,6.288689421888869,4.771383349694164,6.187401339886668,-0.8280240293157305,0.5226914359591952,6.159856900700039,6.771113608802875,2.6074732779876424,7.986365770094061,-6.489650342229875,-3.3524183291235037,-9.018363032924787,8.027628418972743,1.8635714953487188,-8.66063305166799,-0.3683862272453035,7.308757076949591,0
525ab75c,35.7829,435.6710572405853,18.137133060346734,77.3663051664856,165.20219593419228,-36.72584914739688,-82.45768329337504,18.899150338210852,-28.5873713160332,-9.8693187235639,13.232162409450028,-64.92585901089869,18.087262898304164,42.743151869621606,1.9656441351590568,19.32414324422317,102.58705505040442,32.97397805350076,31.297009276036455,-77.36968213260377,-34.17275166469886,-7.130095770720851,30.11274895441489,17.764787835970395,-24.40049690236346,21.009684914677095,42.88204719794377,-21.010705786445648,-13.464437301634916,43.80357161722432,11.40022726022269,36.40758986753563,-65.63563744778406,-20.68619060341234,76.95752022621535,-37.74151613981149,-23.66949908020038,-9.740779236610027,-31.752812518456597,-24.487019269565135,47.14358155300637,-6.085855506564996,3.1138022126026095,6.124872619880261,-33.481767517505936,24.043118781006147,24.355394974659944,-1.6301194151291558,23.59471192625646,-8.98203364752956,-35.99644766328,0
192f56eb,43.3007,-396.5593828700867,-21.244795762493652,-60.4115968748683,-2.9699021166945494,-9.602967560900508,3.93788977163218,-3.5879031978852165,-10.772633815674423,4.153925088170242,13.712816876310225,14.248423586167526,6.537605841607483,2.9203406854415945,6.6842209331823605,4.072346517663622,-3.1040817718926843,-7.751082208752379,3.1071061149162014,-5.246100138337489,9.024140433734265,-0.4889361662892209,10.688031265968599,-7.985214514956629,6.5105994769728595,-6.259676330305223,5.846792286758363,-14.793399695706016,-13.093349538640059,-2.8772188144330695,9.707594157111377,6.036304048830062,6.5923844019654165,4.031647598274802,1.7262431371435922,-1.372183553014565,-3.4911590329551347,2.3744423940426795,3.8963065572752846,3.919632246259161,-6.593946596855865,4.440388869625559,5.246806764056,-5.469965008187744,-1.622507151868004,0.6554132823708998,-13.124964260183567,-0.9299071032049375,18.90439030868179,5.212627428258565,-0.1651168345483764,0
