id,is_iceberg
5941774d,0.12008691915161417
4023181e,0.0755696609572903
b20200e4,0.0143510481485194
e7f018bb,0.9152158139966226
4371c8c3,0.2928883037751573
a8d9b1fd,0.006128433911733435
29e7727e,0.031912303860366135
92a51ffb,0.9759778759781425
c769ac97,0.25234920653838616
aee0547d,0.04560791934657628
565b28ac,0.16636707321920974
e04e9775,0.02089383782344701
8e8161d1,0.010390403784992064
4cf4d256,0.0966691724008242
139e5324,0.0529153086371569
f156976f,0.3914805085755729
68a117cc,0.07582738078120921
d9aa7a56,0.16666701769562348
9005b143,0.31378141525349146
5f6d3988,0.3601833044521867
9ad70954,0.12362054629617382
b9087b9e,0.9160146318412966
a39a1427,0.1934879789148912
82fbe8ed,0.6064608982247447
1fae4879,0.00945581603524491
6dd8f13d,0.1809323181181909
bbad5958,0.08933424776349755
54527583,0.41193358263344526
be8fa29c,0.11669211269813491
81a3328f,0.9306582644325861
1a3c0ab3,0.010221585638614594
4deeeb8b,0.509522478123942
ac6d5632,0.4441527173562535
472dadb5,0.08287251958117223
96093f95,0.7918109153464652
f5b4e3df,0.6867011388997771
e01a3c92,0.6045149356806022
001680af,0.029375394120625297
8e639f33,0.35395502983492777
a2c16612,0.5506950558369867
a6d76474,0.09201883208978454
19c47684,0.10720687672674117
015827b6,0.08538660891284966
7df7f7ce,0.01905738887264091
0bbf1a3f,0.39042033496183715
636cfbb7,0.9940257368389058
7370030a,0.8802361632327576
43aa97ad,0.04669695955166776
ba2b5e63,0.9686086975166884
dfdd335b,0.1389037983891097
e79b13dc,0.10774725627155834
dc32b195,0.15212931995054296
6d868590,0.9246964750985999
75fa59aa,0.18154625180845882
ffe50836,0.00718536579617026
a7bfd784,0.9774469251733792
b3d569e3,0.591203018758963
6c538c5b,0.2049439784935714
5c7c15f4,0.048670794063881195
0b745139,0.11555482385432442
fd14608e,0.01809617493904713
f0bc8305,0.19105914503656252
a10ccb28,0.9640712991666318
543304c7,0.004167423339722686
6c3a4078,0.012547286808784254
9b73cc75,0.3510485781836726
5c6c71b1,0.04995543284221232
09ee9186,0.20361077482257384
207c35cf,0.6045266716671472
153c813e,0.04355708117048689
5605d58b,0.2245487343279142
642ca396,0.410709205677764
d32d72c0,0.08535955445928257
16646a17,0.7931292744422389
384074af,0.022992506714717715
69bf1e8c,0.19907826979224078
9e90a054,0.0011228542932561027
89dbe7f7,0.5981146989128938
dbd27d22,0.1554766791449498
a2ea1561,0.05964457947157744
d63402af,0.10069351685589047
1ac8bb92,0.8160310510752864
8beffca5,0.5491405991863485
46741f3e,0.018541408168846342
e5ee6aa7,0.002447250609283361
5ecd892b,0.9381495695001872
69892166,0.028338664736349158
2f725a81,0.5954050708107729
810abfe4,0.2697927719746984
e6f973e6,0.024017647932264973
c60a5c46,0.060364928919504755
c42b9e08,0.8891935896653341
c3f00c23,0.011958719577548472
5307fdb8,0.9856971424885235
3e4f005e,0.45914187859321715
4a4cc2e0,0.79565574046507
9bdd88d1,0.024234792539704918
0d832bed,0.1950824111202139
14a134fa,0.017596823222041216
78a41676,0.034735268155497
0bd4658e,0.4298707360085464
4a311bb0,0.10749072868262056
f939c817,0.02006525072474191
956adc4d,0.9261351937783568
f8a119f5,0.23771735090198517
61faa1ad,0.2514752223360785
6725eb3e,0.3872473095885001
17b3a8fd,0.1157374617890283
49a88dfc,0.06038908917699218
2d6ec645,0.04610538158758027
0d4d77ba,0.05744673433726828
3ee672a2,0.9771526833920665
738b41fd,0.16627017336030966
f7fb320d,0.1565194060306633
b42fad18,0.008695447278628908
4ab8b00a,0.1941885355807287
f7870f2b,0.16855230004905367
4978666a,0.0767587798327675
f1b0d6c7,0.03662972158083105
5642407f,0.47644665204111386
36d4ff92,0.9856301251527911
4139aba2,0.017122176455501813
7585ce58,0.2986117299987048
33e25984,0.9720107547562058
ac46f3c9,0.05468553750042826
fc34a5b8,0.8722489478112777
85c36a8f,0.1299927475123663
b2d8a426,0.9545746269411267
13ec60d1,0.9198931118768388
9d440f42,0.028767693104654612
1c0a891e,0.039510890301072
981c3bc3,0.9546733338696319
295604f4,0.17029855353311374
16ca16c3,0.2881645985233676
b4dda837,0.6752109656583732
88d088ef,0.021069182858686152
1b4fa160,0.042397638114046864
f371bd82,0.019838020570560354
b130a0b7,0.9619282333164068
ebf1de82,0.047851003999774946
01e651c3,0.043609066356452765
51b1fecc,0.1936103405834555
fa635a31,0.03211684155392016
97b7d789,0.15798783718325835
2f598053,0.6264355775819874
c0e3e148,0.1969662563663799
cfa175a8,0.5
3d7e09d8,0.7384137401743299
44a13d1b,0.913218538875919
c66b0948,0.014899981958873655
976a6d64,0.5790884964497056
8bbd8909,0.23415544943054895
522890fd,0.060847032756476585
f23a3b95,0.04372718174003783
680039dc,0.042078203713741054
93028e53,0.05583096476867617
22a16932,0.24027191827361175
7d8126d2,0.462408655688525
ba2ecd75,0.030806871786814297
8071bdd7,0.3095979603147793
96d5aeee,0.13881896479936562
154be68f,0.8954405732530015
d8c2bfe2,0.9304591832958984
f76d47b0,0.09919230552702062
0e781ade,0.004269076476333085
13cf6060,0.03202597032203104
cd99f710,0.06062755861472829
d10005bb,0.046180649379613296
3a31445f,0.9880331796303026
3157202d,0.3585189848700632
6ee64703,0.02412560200940309
e5de8685,0.7988855873383205
02cc70ba,0.0910685933484267
50984a87,0.8985207267415847
fa94957a,0.9531707509606052
eab406b4,0.2270985408550366
3ad39398,0.6056967497405112
9ecf3802,0.22103755724337365
6048ae7b,0.19014200897617384
9dc68871,0.07878299403678031
13701465,0.562855061850666
8d8779f3,0.010951589613179215
0712f269,0.05295963785058399
722c2597,0.03027206604313543
478a2b08,0.0034324732979907065
38f5fb41,0.2130582618580734
c52ad74d,0.9646054885618117
0c85fd09,0.336250268548339
f1582cba,0.7952428774111937
ff836697,0.8383000765114917
ddfe4802,0.09460235175326753
3cef3bc7,0.5353912686369664
6a21542b,0.20797628599120913
150e23c4,0.9346898158000116
078c6d99,0.9364124920150987
1dcd1dc3,0.02118612571090324
39967e45,0.02826726225750747
6b6333aa,0.012841716768416545
4ae61433,0.0714863503321792
f96362e0,0.05564517036694698
97a88aac,0.005066756215357485
427ae8ce,0.34065996569134527
209d4b15,0.4118343891724511
64b453bd,0.3630187270798125
0f5a484e,0.20879056212155542
5ac74969,0.9409054892057183
736ed43e,0.09197380584173362
8533795f,0.008841225809762635
f5b54fb6,0.7200740977866429
6eb4c041,0.24551118015524362
97afdf42,0.6847146480292637
1bb488db,0.015129707990813663
f132e44d,0.019052308577723907
d3c2f140,0.053763049636882235
1756794d,0.0016440883914020789
9efcc11f,0.12865291557677053
14c966cf,0.11182054579425557
59cfe4d1,0.40113516395106175
883151f4,0.007261209785013313
34c4c9ff,0.06151577470812445
70b4c2eb,0.189693263656062
96a337d9,0.007727158962202184
7fe89ffa,0.7896417284005638
057c7a22,0.07536943851629767
451cc057,0.16282026003537098
05076700,0.01935901466629582
dc52f6c1,0.012837301241520866
b03a59f9,0.012669892067905562
129ed4b0,0.12598917711446417
fb611563,0.9799442953306664
ac32e6f1,0.030758435471065305
c05c5ab0,0.006894044723137245
3163d5ed,0.003303220916501755
02096ca4,0.2157933868763456
e92496c0,0.22476239273163404
1a9e2c50,0.9484873456751896
0864e334,0.7679076772953691
d976faeb,0.009844027870158782
1d7b342f,0.19998187178033425
281bc1ea,0.000504151041225709
bea9f0cf,0.013608732080140021
f4afa0e6,0.008751279348153923
e1b5ef69,0.030138543787078247
b50539fd,0.17502930058358562
2a8c9c15,0.14041877109696682
157ebb0c,0.8895068718219484
247d3614,0.06795989332606504
0c6cc0cb,0.0016922807160458658
aae88d39,0.021548528958572524
0c77b464,0.6851543601808889
963cf5ea,0.21070055363818707
1b371d8b,0.920234616656225
225bc00f,0.00609658323874996
bc0a4eec,0.11540394990742639
1099782e,0.46274035642145733
a18feadd,0.7200636107736944
ad7f4932,0.2729242280936203
5f8f831e,0.9021017565784801
b5167c35,0.2585590615992947
0230b06d,0.018422654976461936
f8d7f7ba,0.1570979434369451
08bd1053,0.004944453734653336
58e4dc8c,0.051569298770692655
4793ce8e,0.07155925940745539
304caab4,0.013864722663013673
f2ee6d7f,0.039404227118002746
e1f9c0e4,0.026364381438389612
8e40401c,0.0061431605185221965
5d9eaba2,0.2010298880289396
55e7562c,0.44432421587008575
9da6cb4b,0.01555871796671014
