id,inc_angle,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99,is_iceberg
dfd5f913,43.9239,-600.9600077665988,55.03853435444326,-30.17682407451679,-32.77920065483196,-6.0950712015969915,39.878146268538686,-38.12437058875966,16.825730513456488,0.6222687207425592,19.270537770166587,9.208669777310288,17.93260373364595,13.320880033586754,-13.361055713914764,-20.531316896678526,2.9595408996785566,-15.857076054793026,14.013682132911223,-19.97572779709852,13.036833676363038,4.920039796739407,12.566575863336482,-9.384337635991344,16.107788254357637,-7.499376455678027,8.080913904973455,-6.512320299444521,-4.7225691870094355,-1.6407314079878188,16.266525262460338,9.242370033467777,0.17372874362404397,-15.736921613792559,2.11061634820678,-6.8477364654571815,-3.9779489801751335,-7.618600469661958,-0.2010031925617548,-6.435715634867547,-9.94977082677982,15.702250899750025,-0.20154582094759688,-13.055586682453296,-5.5965885862574405,-14.313446415204648,-6.150274538971364,3.789264274701329,11.747134725894472,2.3418906817159453,13.579195023094567,8.497239299688065,2.2372369668016807,-2.9852029414479446,-2.776689134877798,-1.6471306460110204,5.800737043898016,3.2567890721689268,-3.5339448687783994,3.5293442158356316,-15.34695755753735,9.101423074577696,-11.24231077511979,0.4417850312795113,-9.122605382251907,11.312529038197123,-1.4084789478046054,11.258325488370755,-4.198004701810178,-6.854436155710488,1.2539830565538357,-19.96088511018222,-14.868192191415611,-3.943189846686086,1.9007107127829868,-7.901555917865732,1.5393413827899198,-2.005108502610847,-20.38806493664745,-3.7486436015239475,4.8910174323604725,-14.89383909346785,-3.2431210023215415,-1.5835793052088674,13.66631616278249,-1.59048465047715,-13.909312684838719,2.1694369005428955,-1.634542048930149,3.450061779342409,2.0583565284721175,10.881116219945119,-14.459758911594808,-15.168502393897986,-11.8042664729402,5.7339587660021705,14.064610467491814,8.456429633811972,8.299278198638335,-0.12856295526950007,-4.28928936313209,0
e25388fd,38.1562,524.4526698389635,22.6241951779466,-133.376411302172,-10.843633727666559,-19.995100623992858,-65.04677277413464,-16.822338978952725,-34.210482589328365,45.94740151312195,-8.148766888116553,-44.09652818241417,-0.4747053662730838,10.438038391600381,15.595674058323441,-40.97806992627083,-7.279814432941508,46.065045461046154,31.257553697718336,-16.478844973340017,-11.250539119519175,-48.56972744712152,-12.295130586057798,9.150138548368076,15.476061428293288,-9.527459334151605,-33.68020698659998,2.7042659690883513,28.508048007789196,-6.9117855817129685,26.233542867971224,-19.717170159294632,-9.810936264855735,-14.884910365754456,-15.538345649635474,4.791503843418806,-3.0522592252165084,3.415776816846916,-5.488535811710872,-16.286238678115716,20.12596503574164,-2.371328092406822,-2.526872580164252,-18.06683369576335,5.466483608975694,9.58506658337113,-15.649630118202822,-10.396596487803414,-13.428456268338902,-1.6166191407972292,-16.635803498994644,16.565635129306227,-12.818768681580742,-1.2586095648948805,-2.1888146223127496,4.097908082664128,-8.366676503174071,8.299188905055507,-4.99986524252191,-0.5125717827453604,-23.760765869558103,-9.693350208074406,9.652662064190615,5.723067973767791,27.65870006819747,7.1070528111393365,-3.107544564061263,-8.864070388855657,-5.63242410250403,13.911877127136549,8.310032276601207,-11.537912203626819,-0.24944246249470658,-15.549663692643028,25.167201428989827,-5.138444577409998,0.8352898942290699,-25.121744364298817,-2.9362738706553464,11.464059385984386,4.946621634041559,0.1899823310518984,7.893146177968648,3.3234256255132335,-5.783002445027307,6.606137053501838,-13.135127118873003,-4.103133213650688,-6.402597814591306,-2.5188354466927967,10.063521512612182,9.409269902619341,10.241932043322404,10.621151331309045,24.11048855151203,-9.111189740537082,-7.273749195752977,-1.5047995511515713,-22.723117438892412,-8.561684783165516,-1.848319139379605,0
58b2aaa0,45.2859,-131.1019301005268,-137.37782374013224,123.49478460591094,-10.261196373422774,-9.744209004969296,7.025485086373011,2.806938929009221,-1.6708136331713856,-3.1763883214866038,14.445545709401568,16.946083198805752,-11.638594096161375,9.750866454314458,-4.736274213145964,6.5263307765689635,-6.638212862592251,-1.1616397173445734,6.89964706957247,2.8261250860295863,5.1530788971898005,6.643790101235104,-6.977393966376751,-9.742250891343291,1.3534389521954346,-1.3243589488281988,7.045782093566008,-0.2271449402040378,-5.074939418554456,4.514540463006187,1.5688598633911837,-2.230836057671567,-5.442197720001751,-1.1792803835606682,-2.4224126914744235,-10.24589195414531,-1.9780317435326287,6.638334140152338,-1.1076622222631185,8.12061925760271,-1.1839668705108108,4.741016640921557,-2.1617129866409197,-5.146703201170905,3.7218321844223845,0.44930087066676694,-0.5653192400125737,9.578305829934846,-1.6984453681752651,6.284195432617231,1.0939675509403932,-4.699650467008494,-5.562938476238666,-2.6645708690327043,1.4606845229505203,-2.407726183358265,-7.124354880958535,5.309938441709251,-5.081009298392399,-8.231999030133732,-8.868263130178084,-3.382284464450694,2.9932818085453685,1.4217574030717337,0.35294697775163275,-9.192210413766457,2.718039985344921,-1.1493023851081348,-10.305721588783367,2.930040348673921,1.5062606010650246,6.701629704892468,3.477728992025346,4.483534538226632,-0.9124963170007068,5.899836465818999,7.300390555413703,-9.506772679602559,0.11575940682976718,2.0327606267655627,0.9818867042051345,3.261085143929751,-4.8529593734963745,-0.16144750319076806,5.947489517952604,-20.872072966211988,18.316414671498197,8.003469523660447,-6.02227442114306,-5.789501265259616,-2.1288125297432394,8.57201327299511,-4.293714592928919,-4.099948801826373,-10.17015282765841,-3.616955853366295,3.6753292910340365,-4.927354074700717,-9.350561353459744,6.391432417617137,-3.8988351582820346,1
4cfc3a18,43.8306,-268.3142068289998,53.72154534547506,-140.42499078262074,28.359121610197565,-49.1170021097938,-51.653042687397445,35.60616856313921,14.204228684763827,-15.563374620449483,-19.611467641495107,27.053538935928575,-6.126674872544545,-33.82195154755793,5.7194830369354275,-1.308913429532096,1.3701471977997317,41.939049009525334,-21.80405899683198,-15.690823118923353,-13.276261490771043,3.2029188382160276,-2.9214225784698913,7.268585593210379,11.536341494230282,-6.12557462500825,14.987145005257187,3.7673659992597948,3.2112438503359586,22.55022261207698,-6.907638090257852,-9.412912182539891,13.344356457188256,2.922016493551864,-8.28700459467156,4.300197606879614,-0.45343515727578815,-5.089479905856096,-1.1927018735138137,0.9838737389855113,-11.250772560326588,12.98192450340508,-3.8929215923085523,-24.373607760072126,17.338398211261993,3.0135615398956324,-8.185818610655181,-5.870260784882936,8.792962010629388,-5.992050960918376,0.4059458300335705,-4.641680381554265,10.304613950732525,7.195087950401005,-3.3028692324849045,5.962575372875515,0.08566263920990003,-1.0132360570338563,-2.496344172250889,15.279508169903318,-11.140265600181724,-15.01288213469835,2.078841566408176,0.5866158653003128,1.6911666734495816,10.438462119546024,-5.196297161707404,-4.741383596517915,9.652778859344611,2.776989439837516,14.598157981631498,-4.929699924026303,1.3214333394200672,-12.964596371549188,0.3201036053040789,11.070753564246548,-7.610307302666282,-20.63960548137697,11.05376255286543,-9.316995984034738,4.291003981015111,-6.824497361746315,1.0976081150009178,0.5389468937854072,-17.855936431784308,-9.639048538387671,3.166683206200778,-3.8675506982791887,-9.196531604725841,-5.61665868899958,-8.432669248544393,-5.748125180045273,3.481040215837881,2.3012372915128587,-3.933996467871596,-14.109471788906346,0.353938185057336,-12.304110076895395,0.6262702327528055,-2.3185243452157844,1.1368988521425292,0
271f93f4,35.6256,-304.5829640623508,-107.1293481540997,144.6886611485423,-18.424141044180686,-3.5224110265542983,18.27784289304838,-2.4464070294624194,4.588286705464696,-14.392959151677264,17.628705389438164,13.622318915797608,-1.7236505966677218,12.27422876791506,-20.396655105964165,-8.829427330247512,7.036091274030349,-12.61886500788766,1.6998812407405728,20.40489688762842,-4.973636283052861,21.98507509131654,-1.2033272008912443,-5.33631535068265,4.990799554436936,-2.7656058534197516,1.6111049834897124,3.6887750158151285,-9.390751882160714,10.245162039988964,12.1193390343757,2.4136310329317556,-2.638699425204744,-8.024614903378236,6.487947177093566,-12.427265169636026,15.70953187623829,-14.494381545176648,-2.0106430681817233,-7.789277384626185,-2.5733380704651556,-16.333931464456636,0.7971268765146342,7.37267125448817,4.321166766652429,-5.546287203740328,0.23408470719912577,-7.974688250812181,0.976721196819336,-1.0214152268100096,-7.919769855704779,0.9954263794838606,-4.157201252164151,2.0639738662472786,4.181689529405472,7.884582367759506,16.317191653686155,1.2371875267956196,0.4436967699524714,5.238238882151508,-8.852286172622739,-2.585149151709055,-0.7848873393529525,10.463673201462855,8.303778473398426,-4.216034381452472,-2.7785011515288915,-0.4094816501293097,-2.7220405813762536,1.750094541289317,-10.070387642300494,3.2918359449772643,4.806508719459562,1.1064048432981646,-4.677443862885493,2.857532952712287,-4.95762992602972,-0.7237997502918512,-0.8487460941762446,-14.313690783516462,-3.34583604678664,7.191912151003454,-3.850927471374625,0.8114794964282541,7.203243293987836,-4.717164601976405,14.220668866496235,9.076666788288135,-8.706312874489491,-5.964786832384417,9.745551620887735,12.272066708779976,-15.638231070513795,6.484805690562609,-6.063694447924612,-12.337204699722895,2.4824829933999593,2.972624696291389,2.2722278318795226,2.2704169868849937,-12.943872865514509,0
b51d18b5,36.9034,37.117007824710136,86.0660867498666,-39.82725593671808,-52.576336912683395,4.659696420442456,75.28115720422706,24.155213824861143,26.370138640767358,-64.33529316756974,-72.50617677440246,-7.1885288309699185,29.044409442299933,-9.207768696365754,0.9930066886998016,11.604964869049397,-10.466998493660268,-6.439133364414222,-22.784825402790332,16.189103663066813,-9.224283443653377,7.409671814063873,-11.975616562525552,2.1364716159926953,-6.539631256805506,24.532375375935228,-3.64124843568586,-1.438113323971542,2.4239248646752483,0.35145575471260804,-3.981737821331911,10.466415004014383,-5.487436831814129,11.157861427905363,-3.159441809554982,7.644306514858615,5.782434682031578,5.531423623219078,2.564540250820649,-5.824591737361115,6.649895801366469,10.471016156208059,-3.1973543879854227,1.6191440656147729,-10.513864901477184,-1.2375537294747732,-4.442888188453451,9.41682946261551,9.99418276486986,-5.0420900853434105,0.5035015767968893,-4.07739875934573,3.6373211496624487,-3.2704723597735352,12.083408259477665,3.4743500920958867,8.835278256015563,14.736121717380598,-7.430800115061118,-7.1113787137017495,2.216652235518221,5.81892935955611,-2.0414719121107394,0.5815923841168422,-2.8511212960129897,-5.596326167675702,6.805306316276614,15.74338149131598,-5.528745007742005,5.162664596538331,-2.4013958968625904,7.052692645668421,-4.500076609873466,5.938863882302784,5.481569283259149,-4.385602082921859,-3.03107062128106,7.123977274047012,-9.422237792772457,-7.877064308473905,-5.7989348767978965,-17.142691158471614,-7.842178380899611,0.28902864158042973,-7.847716843421891,-3.7873719571179447,4.6862210688799975,-5.294140656725191,-11.54728981324847,-1.0793151342955611,2.4515017191925095,-5.107069062973538,-12.441267703878626,10.785561420610144,-3.604166469824653,3.5001876475525773,-11.81789344990489,-1.6330946869809835,-5.946688035901658,-5.539367536919014,5.114687735980889,1
31da1a04,34.4751,-322.63547751782147,-70.49769844421361,86.3918796336053,-25.03423321286748,3.641985625200552,9.102222350758796,15.644938681039058,26.009483574330186,-0.747131308006882,-14.938250601250083,19.225897913467474,29.742119133703515,4.328180086588119,2.066607618210618,-24.70961038225431,8.524250355863488,-12.049846756134505,-33.240237567678044,18.620437739483073,-16.246625345824153,-37.74846002545123,-12.503354142733205,19.280114903111883,3.5653248965776583,-9.165324641362918,23.724061749550707,10.27445301757332,2.556984717151536,-24.510791438029404,5.960557290880347,1.0950270493884149,-0.45751485111611173,2.446608226393421,-14.472165321992254,-4.651635570832647,16.181760196136818,10.504310793341133,3.752751785159994,-1.9668123690976853,-8.7783332208956,2.6014685695714355,8.243210564113749,-7.514791397535437,8.915752344244956,11.378852943991808,11.848341515496273,9.313804904996559,9.33301279315258,5.408436071868704,0.9415549432580098,4.430027272968843,7.2749001710428765,-2.863817182614996,12.97407265558482,8.17474179218938,-10.58999877892016,6.5362838139564134,17.47248196480235,-3.7430649584305318,-1.0812649966049857,16.038479876878306,5.559008991453295,3.133339933486677,-1.227229394801112,5.09181422210487,14.140317687045762,-10.469151190153982,-6.689069213136321,9.851972307989467,-16.497868550953395,-3.4513422038672923,-5.914611319775413,-2.8130331064405834,-9.961991727425971,-6.053347777353802,-14.704204791508758,8.817741843987374,-4.776644416749866,9.444380954833566,1.2980268404884563,-8.755749988775303,5.891174672293611,-6.313364869632696,-1.7643642290960866,1.6638373768944057,-18.69527605428324,-0.4471231616654422,-5.025093070989653,7.88436841586152,-6.342630873384374,-7.8830675569536055,1.7665136214568835,1.229319778912386,5.651752554553723,5.700038876608601,-1.7420997960022813,7.465082164659729,11.824317695875116,-15.276120437221381,5.545130534274276,1
56929c16,41.1769,-487.2605530984972,-41.73927935972621,46.891623584388,-17.859249200892755,-8.039400874429148,24.490953842187892,6.6571261227950895,-13.560617883920639,-6.329457010550711,-0.029613806509222906,-7.4299263413438705,-8.765470485690543,-7.87671517633253,-1.772233363178029,-1.3600245111094846,-15.795033587448872,-7.895956203182907,-0.35894485380415964,3.3624814670755407,10.30474986311974,-8.4514772269292,-10.648505271009622,-10.601982652909532,-7.636556958776011,-15.768532263264607,1.8822436270067542,-10.387649514631317,16.04000573690669,-3.465316560397523,-17.619915101660837,-1.4569735251364326,5.170989744170166,3.0536119031545574,6.094891816011943,4.346483936203895,6.2594460725036525,0.020248103280809393,1.493781032419402,6.940836450141603,5.355972315631606,2.3342486490826078,8.04293230977119,3.863192996640575,-3.033243206628362,-13.216484712848542,-4.668339492755806,-4.7089993382238315,-7.669555793450767,-7.685809109158148,10.444314672900632,-8.456359876622077,8.651767365856474,-4.051737367168256,5.219475177754352,-8.961040256726506,-0.20524322239562842,3.788827360423885,-8.217729569651876,-10.173869508685327,-3.9892991469907146,-6.019554674463197,6.885130079290553,4.7581243936377655,-16.148758257896567,-4.279215051442519,2.555023522526252,-6.563553756660245,5.896442246586089,-2.303874820610988,-4.752923092754983,0.45075282388047294,-1.3780030423922125,4.224443793576409,-8.14396536990386,-11.524524340422905,-0.08426910242778796,-12.358850728476932,-13.170061677560234,5.583346999948585,1.9609593874628541,10.742981392719457,3.367769858675823,23.595276463817545,8.377392773234197,1.3628395921235652,-11.469033565562746,1.3091575996716134,-1.3182659599773674,1.8513736633900302,1.3278033112295233,-3.0418204287574757,-4.844650901147839,-0.2584394807171457,-4.060823993435025,6.908682582365625,5.5400652883082655,-3.9370201521357417,5.8214075814104165,6.958383278018083,2.221035124621749,0
525ab75c,35.7829,435.67105724058507,18.137133060347747,77.36630516648651,165.2021959341716,-36.72584917429357,-82.45768328104124,18.899150525409606,-28.587371368769627,-9.869318088262652,13.232167714863241,-64.92587875687218,18.08726611924908,42.743183241524754,1.9655129995328018,19.32417367696823,102.58655617040182,32.975609790856325,31.296509282214863,-77.3693707418198,-34.16998506559165,-7.122956238171316,30.11903103301166,17.779506670546333,-24.403390889008236,20.965971530342127,42.88485836769384,-21.004411900830405,-13.496271188649116,43.77595154782575,11.42299163524264,36.34510359862201,-65.69318169107676,-20.562591460057003,76.62840202301497,-37.49357863700068,-23.751699787894157,-10.927161089218938,-33.73435099177484,-22.085871280929204,46.82611774727865,-5.901254050709035,2.1630926461154325,-0.7712564285047527,-28.84505899073293,11.845099874134977,-33.957597735357275,3.811346926725121,22.9160153269202,8.815099715031042,-32.72618983848039,-5.786527805726305,-13.207310739582221,-8.600927966833098,0.23673502796620538,-25.830244489060494,-5.70758782714579,-15.579288183567428,11.558658443756888,7.221809130222136,-10.246368427273952,17.339741806288497,-9.162328639657462,-18.516890107076062,1.8688465145777824,-44.5172356189511,-17.92485652615382,4.667844335396066,-32.58309119278232,-17.126713618116224,-7.351987404363142,-19.00055895988134,-3.7696503107440487,-20.469497861446367,-17.768717020894115,-38.73281347906559,6.102234980188026,12.247771233701563,-2.1326429349756384,21.63092535516108,-12.250967206562027,7.635228513555652,14.771699431573584,-2.165030726634328,8.067676397086979,0.14195935704911689,-16.101835669294665,1.6390241325314863,-17.436264384879554,-26.027588396993558,-5.678129003627065,-9.99138760146379,-18.646176953197347,2.2483907153245943,15.719477207268753,-11.72906470586434,-14.541393396996023,19.47732986546263,-7.358068885425665,-11.975544594211776,3.248591554573844,0
192f56eb,43.3007,-396.55938287008644,-21.2447957624947,-60.4115968748688,-2.969902116703585,-9.602967563033625,3.937889810736596,-3.5879031013352543,-10.772634119199301,4.153924052606551,13.712821667796074,14.248433492359103,6.53759624642029,2.92037478458264,6.684240290615823,4.07230700909466,-3.1038871109488353,-7.750399212720632,3.1057718026419763,-5.245392840463622,9.027550509352825,-0.4857745596958942,10.681523443399335,-7.995366133022104,6.493665394855985,-6.2680403112461365,5.921169429768268,-14.800865369886855,-13.10608017551559,-2.8672583582878715,9.664957608621917,6.066335084749865,6.583145434407737,3.930889532051886,1.7847026743014482,-1.7144622551357571,-3.4682556350204305,2.997269033311212,4.266630333637455,3.4892042984183735,-6.962080219943694,4.485033072571769,5.910468997397958,5.599851577229711,-2.7336644366463205,3.447464928135851,12.284996979281374,-1.0930845795651445,15.072399773377267,-3.857849792282232,-0.19053561183331802,-13.506259236264789,0.33778131038290304,-2.1950729542483094,11.674938376963715,-9.06138328027522,-3.817896688399136,-1.9023836947559882,-6.979057985168632,5.673492943820199,2.577348197069141,-11.303363021983888,-12.307500358875629,-1.0816182502592713,-3.309391179982742,-1.5564404676671937,0.7282195946244403,-5.771356321273613,-4.26089942948703,-3.6223244486257293,-3.669460704439638,-13.495265957066533,-11.891118668657676,6.620800078868704,-5.233130026743467,5.034214230039489,-8.457201130643194,-8.164704150434659,-10.699493596458101,-1.8584719163728904,-4.905655254092942,-9.161550420319246,2.54513295943906,3.156955913121079,-0.23185651990742862,-2.419075456734199,-6.657995958735183,-3.634813775155791,6.893659023308572,7.827344778307704,-4.004454598166001,-11.07020003039072,11.904265915360618,14.587883926434785,2.6603896861519174,9.448695599702113,2.5434563210007974,3.112963948087467,-5.6663249640502436,-0.4663044171179995,-5.151852541519561,0
